OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
14/02/2022,22/10/2021,SO64165,537,11993,9,2,1
14/02/2022,22/01/2022,SO64136,478,21938,1,2,2
14/02/2022,31/12/2021,SO64136,477,21938,1,1,1
14/02/2022,15/01/2022,SO64141,480,16359,1,2,2
14/02/2022,19/01/2022,SO64141,528,16359,1,1,2
14/02/2022,20/10/2021,SO64131,226,11619,6,1,1
14/02/2022,07/12/2021,SO64130,229,28594,1,1,1
14/02/2022,02/01/2022,SO64146,536,20907,10,1,2
14/02/2022,03/01/2022,SO64146,480,20907,10,2,1
14/02/2022,01/12/2021,SO64129,477,12280,7,3,2
14/02/2022,11/01/2022,SO64129,478,12280,7,2,2
14/02/2022,29/01/2022,SO64129,220,12280,7,4,1
14/02/2022,24/12/2021,SO64129,362,12280,7,1,1
14/02/2022,26/12/2021,SO64137,478,21338,4,1,3
14/02/2022,23/12/2021,SO64137,477,21338,4,2,2
14/02/2022,22/12/2021,SO64137,481,21338,4,3,2
14/02/2022,28/01/2022,SO64118,485,24599,9,2,2
14/02/2022,03/01/2022,SO64118,528,24599,9,1,2
15/02/2022,30/11/2021,SO64234,477,24764,1,3,2
15/02/2022,10/01/2022,SO64234,479,24764,1,2,2
15/02/2022,18/11/2021,SO64234,576,24764,1,1,1
15/02/2022,30/01/2022,SO64211,485,12905,1,1,2
15/02/2022,24/11/2021,SO64211,226,12905,1,2,1
15/02/2022,31/01/2022,SO64201,477,13758,6,2,2
15/02/2022,22/10/2021,SO64201,478,13758,6,1,2
15/02/2022,09/01/2022,SO64201,480,13758,6,3,2
15/02/2022,17/12/2021,SO64193,538,27749,4,1,2
15/02/2022,08/01/2022,SO64213,229,14651,1,3,1
15/02/2022,23/01/2022,SO64213,475,14651,1,2,1
15/02/2022,08/11/2021,SO64213,590,14651,1,1,1
15/02/2022,29/10/2021,SO64218,214,28509,8,2,1
15/02/2022,06/01/2022,SO64218,571,28509,8,1,1
15/02/2022,17/11/2021,SO64186,214,12285,7,3,1
15/02/2022,03/11/2021,SO64186,356,12285,7,1,1
15/02/2022,17/11/2021,SO64186,537,12285,7,2,1
15/02/2022,09/12/2021,SO64178,479,11501,6,2,3
15/02/2022,03/12/2021,SO64178,220,11501,6,3,1
15/02/2022,16/01/2022,SO64178,477,11501,6,1,1
15/02/2022,16/01/2022,SO64190,539,28812,4,1,2
15/02/2022,26/01/2022,SO64217,485,15329,4,2,3
15/02/2022,12/12/2021,SO64217,214,15329,4,3,1
15/02/2022,19/11/2021,SO64217,362,15329,4,1,1
15/02/2022,23/11/2021,SO64224,477,27585,9,4,2
15/02/2022,18/11/2021,SO64224,479,27585,9,2,2
15/02/2022,05/11/2021,SO64224,223,27585,9,3,1
15/02/2022,11/12/2021,SO64224,606,27585,9,1,1
15/02/2022,15/11/2021,SO64223,472,24160,9,2,1
15/02/2022,17/12/2021,SO64223,606,24160,9,1,1
15/02/2022,27/11/2021,SO64209,530,25534,7,1,2
15/02/2022,19/10/2021,SO64192,480,11214,1,1,3
15/02/2022,04/11/2021,SO64184,477,17948,10,4,2
15/02/2022,28/01/2022,SO64184,478,17948,10,3,2
15/02/2022,03/11/2021,SO64184,485,17948,10,2,2
15/02/2022,28/01/2022,SO64184,591,17948,10,1,1
15/02/2022,08/11/2021,SO64221,385,25948,9,1,1
15/02/2022,17/11/2021,SO64208,529,21127,7,2,2
15/02/2022,13/12/2021,SO64208,538,21127,7,1,2
15/02/2022,02/12/2021,SO64208,214,21127,7,3,1
15/02/2022,15/12/2021,SO64220,215,15036,9,2,1
15/02/2022,08/12/2021,SO64220,582,15036,9,1,1
15/02/2022,08/12/2021,SO64199,477,20518,4,2,2
15/02/2022,01/12/2021,SO64199,478,20518,4,1,2
15/02/2022,30/11/2021,SO64199,214,20518,4,3,1
15/02/2022,14/11/2021,SO64205,480,22812,10,2,2
15/02/2022,06/11/2021,SO64205,536,22812,10,1,1
15/02/2022,29/11/2021,SO64231,491,13418,6,2,1
15/02/2022,22/11/2021,SO64231,573,13418,6,1,1
15/02/2022,24/10/2021,SO64179,536,18300,9,1,2
15/02/2022,06/01/2022,SO64236,479,13660,6,3,2
15/02/2022,02/11/2021,SO64236,477,13660,6,2,1
15/02/2022,14/11/2021,SO64236,561,13660,6,1,1
15/02/2022,27/01/2022,SO64195,538,11300,6,1,2
15/02/2022,09/11/2021,SO64196,479,13701,6,3,2
15/02/2022,14/12/2021,SO64196,530,13701,6,2,2
19/02/2022,27/10/2021,SO64479,541,27098,1,1,2
19/02/2022,28/01/2022,SO64479,215,27098,1,3,1
19/02/2022,13/11/2021,SO64480,535,11500,6,1,2
19/02/2022,31/10/2021,SO64482,226,20328,4,2,1
19/02/2022,13/11/2021,SO64482,474,20328,4,1,1
19/02/2022,14/01/2022,SO64481,478,14904,6,2,2
19/02/2022,18/01/2022,SO64481,215,14904,6,3,1
19/02/2022,28/12/2021,SO64481,477,14904,6,1,1
19/02/2022,07/11/2021,SO64468,482,16823,10,2,2
19/02/2022,28/10/2021,SO64468,360,16823,10,1,1
19/02/2022,23/01/2022,SO64468,485,16823,10,3,1
19/02/2022,27/12/2021,SO64477,539,29026,4,1,2
19/02/2022,30/10/2021,SO64462,215,17303,9,1,1
19/02/2022,22/01/2022,SO64517,538,23326,4,2,2
19/02/2022,28/10/2021,SO64517,604,23326,4,1,1
19/02/2022,07/11/2021,SO64478,529,29078,4,2,2
19/02/2022,16/01/2022,SO64478,539,29078,4,1,2
19/02/2022,25/11/2021,SO64478,214,29078,4,3,1
20/02/2022,30/01/2022,SO64545,528,16588,10,3,2
20/02/2022,13/12/2021,SO64545,356,16588,10,1,1
20/02/2022,20/11/2021,SO64545,537,16588,10,2,1
20/02/2022,16/01/2022,SO64530,223,24230,9,1,2
20/02/2022,06/01/2022,SO64530,530,24230,9,2,2
20/02/2022,11/11/2021,SO64574,528,12049,4,2,2
20/02/2022,11/12/2021,SO64574,220,12049,4,4,1
20/02/2022,26/11/2021,SO64574,485,12049,4,3,1
20/02/2022,21/01/2022,SO64574,537,12049,4,1,1
20/02/2022,09/01/2022,SO64556,528,15533,4,1,1
20/02/2022,01/12/2021,SO64555,476,18847,1,1,1
20/02/2022,03/02/2022,SO64528,528,20229,9,2,2
20/02/2022,07/11/2021,SO64528,536,20229,9,1,2
20/02/2022,21/11/2021,SO64528,215,20229,9,3,1
20/02/2022,22/11/2021,SO64606,223,20657,4,5,2
20/02/2022,29/01/2022,SO64606,477,20657,4,3,2
20/02/2022,27/12/2021,SO64606,479,20657,4,2,2
20/02/2022,05/01/2022,SO64606,232,20657,4,4,1
20/02/2022,03/11/2021,SO64606,385,20657,4,1,1
20/02/2022,13/01/2022,SO64533,229,14068,9,1,1
20/02/2022,02/02/2022,SO64607,529,17621,4,3,2
20/02/2022,28/01/2022,SO64607,539,17621,4,2,2
20/02/2022,05/12/2021,SO64607,480,17621,4,4,1
20/02/2022,06/01/2022,SO64607,583,17621,4,1,1
20/02/2022,01/01/2022,SO64536,480,18745,9,1,3
20/02/2022,03/02/2022,SO64585,535,19808,4,2,2
20/02/2022,25/01/2022,SO64585,591,19808,4,1,1
20/02/2022,24/11/2021,SO64604,477,24756,4,2,2
20/02/2022,09/01/2022,SO64604,479,24756,4,3,2
20/02/2022,02/01/2022,SO64604,573,24756,4,1,1
20/02/2022,17/11/2021,SO64598,477,13528,9,3,2
20/02/2022,14/01/2022,SO64598,479,13528,9,2,2
20/02/2022,13/11/2021,SO64598,375,13528,9,1,1
20/02/2022,23/11/2021,SO64598,480,13528,9,4,1
20/02/2022,01/01/2022,SO64569,528,20572,8,2,3
20/02/2022,18/12/2021,SO64569,223,20572,8,4,2
20/02/2022,28/11/2021,SO64569,215,20572,8,3,1
20/02/2022,05/11/2021,SO64569,536,20572,8,1,1
20/02/2022,26/01/2022,SO64564,477,17113,8,1,2
20/02/2022,21/12/2021,SO64537,485,17962,10,2,3
20/02/2022,13/01/2022,SO64537,481,17962,10,3,2
20/02/2022,09/12/2021,SO64537,592,17962,10,1,1
20/02/2022,03/11/2021,SO64608,226,20707,4,2,1
20/02/2022,30/10/2021,SO64608,580,20707,4,1,1
20/02/2022,05/02/2022,SO64587,478,15203,4,3,3
20/02/2022,30/12/2021,SO64587,477,15203,4,2,2
20/02/2022,14/01/2022,SO64587,358,15203,4,1,1
20/02/2022,21/12/2021,SO64587,473,15203,4,4,1
20/02/2022,24/01/2022,SO64587,487,15203,4,5,1
20/02/2022,31/10/2021,SO64538,480,15003,7,4,3
20/02/2022,14/01/2022,SO64538,528,15003,7,3,2
20/02/2022,09/01/2022,SO64538,535,15003,7,2,2
20/02/2022,17/12/2021,SO64538,484,15003,7,5,1
20/02/2022,22/11/2021,SO64538,593,15003,7,1,1
20/02/2022,23/12/2021,SO64568,539,16323,7,1,2
20/02/2022,13/11/2021,SO64579,485,18524,6,1,3
20/02/2022,27/11/2021,SO64579,488,18524,6,2,1
20/02/2022,29/11/2021,SO64583,223,20639,1,4,2
20/02/2022,16/11/2021,SO64583,479,20639,1,2,2
20/02/2022,26/11/2021,SO64583,371,20639,1,1,1
20/02/2022,23/11/2021,SO64583,477,20639,1,3,1
20/02/2022,09/12/2021,SO64534,529,29093,9,1,2
20/02/2022,09/11/2021,SO64534,464,29093,9,2,1
20/02/2022,23/01/2022,SO64554,474,19811,1,1,1
20/02/2022,28/12/2021,SO64589,477,15322,1,3,2
20/02/2022,05/01/2022,SO64589,214,15322,1,4,1
20/02/2022,03/12/2021,SO64589,354,15322,1,1,1
20/02/2022,19/12/2021,SO64589,478,15322,1,2,1
20/02/2022,19/11/2021,SO64603,481,26324,1,2,2
20/02/2022,02/01/2022,SO64603,576,26324,1,1,1
20/02/2022,10/11/2021,SO64571,538,26998,8,1,3
20/02/2022,05/02/2022,SO64571,529,26998,8,2,2
20/02/2022,28/01/2022,SO64571,229,26998,8,3,1
20/02/2022,07/01/2022,SO64590,464,15328,4,3,3
20/02/2022,03/12/2021,SO64590,485,15328,4,2,2
20/02/2022,13/01/2022,SO64590,235,15328,4,4,1
20/02/2022,26/12/2021,SO64590,354,15328,4,1,1
20/02/2022,13/01/2022,SO64573,541,26935,7,1,2
20/02/2022,06/11/2021,SO64567,464,21097,8,1,2
20/02/2022,19/01/2022,SO64567,477,21097,8,2,2
20/02/2022,28/11/2021,SO64557,528,14763,1,1,2
20/02/2022,04/01/2022,SO64552,477,21433,4,1,2
20/02/2022,11/01/2022,SO64552,478,21433,4,2,2
20/02/2022,10/01/2022,SO64552,488,21433,4,3,1
20/02/2022,27/10/2021,SO64597,215,25270,9,2,1
20/02/2022,26/01/2022,SO64597,387,25270,9,1,1
20/02/2022,01/01/2022,SO64586,462,15492,1,4,2
20/02/2022,18/01/2022,SO64586,477,15492,1,2,2
20/02/2022,11/12/2021,SO64586,478,15492,1,3,2
20/02/2022,19/12/2021,SO64586,360,15492,1,1,1
20/02/2022,22/12/2021,SO64601,477,24664,6,5,3
20/02/2022,12/01/2022,SO64601,479,24664,6,4,2
20/02/2022,08/12/2021,SO64601,530,24664,6,2,2
20/02/2022,03/02/2022,SO64601,541,24664,6,3,2
20/02/2022,09/11/2021,SO64601,567,24664,6,1,1
20/02/2022,30/11/2021,SO64575,480,11669,1,3,3
20/02/2022,03/02/2022,SO64575,484,11669,1,4,2
20/02/2022,04/01/2022,SO64575,528,11669,1,1,2
20/02/2022,09/11/2021,SO64575,537,11669,1,2,1
20/02/2022,23/10/2021,SO64584,480,18949,1,3,2
20/02/2022,25/12/2021,SO64584,536,18949,1,2,2
20/02/2022,03/12/2021,SO64584,587,18949,1,1,1
20/02/2022,04/12/2021,SO64605,472,18649,4,2,1
20/02/2022,16/11/2021,SO64605,605,18649,4,1,1
20/02/2022,11/12/2021,SO64566,536,17836,7,1,2
20/02/2022,02/02/2022,SO64566,480,17836,7,2,1
20/02/2022,09/11/2021,SO64559,472,14257,4,1,1
20/02/2022,03/01/2022,SO64559,485,14257,4,2,1
20/02/2022,23/12/2021,SO64553,478,21934,4,1,2
20/02/2022,15/11/2021,SO64524,485,13553,10,2,2
20/02/2022,26/10/2021,SO64524,360,13553,10,1,1
20/02/2022,21/12/2021,SO64526,539,15230,9,1,3
20/02/2022,22/12/2021,SO64526,529,15230,9,2,2
20/02/2022,03/11/2021,SO64526,483,15230,9,3,1
20/02/2022,19/01/2022,SO64591,480,15199,4,2,3
20/02/2022,09/11/2021,SO64591,358,15199,4,1,1
20/02/2022,17/12/2021,SO64562,529,13498,7,2,2
20/02/2022,16/11/2021,SO64562,473,13498,7,3,1
20/02/2022,25/10/2021,SO64562,540,13498,7,1,1
20/02/2022,24/11/2021,SO64549,220,28585,4,1,1
20/02/2022,11/12/2021,SO64572,529,26970,10,1,2
20/02/2022,11/11/2021,SO64572,214,26970,10,2,1
20/02/2022,26/10/2021,SO64595,220,20283,9,2,1
20/02/2022,16/11/2021,SO64595,582,20283,9,1,1
20/02/2022,16/11/2021,SO64565,477,21663,8,1,2
20/02/2022,26/01/2022,SO64565,215,21663,8,2,1
20/02/2022,09/01/2022,SO64532,232,15131,9,1,1
20/02/2022,12/01/2022,SO64581,223,13597,8,4,2
20/02/2022,23/11/2021,SO64581,477,13597,8,2,2
20/02/2022,03/02/2022,SO64581,478,13597,8,1,2
20/02/2022,28/12/2021,SO64581,215,13597,8,3,1
20/02/2022,30/11/2021,SO64563,528,17953,7,2,2
20/02/2022,31/12/2021,SO64563,536,17953,7,1,2
20/02/2022,21/12/2021,SO64563,226,17953,7,3,1
20/02/2022,28/12/2021,SO64592,223,11241,7,6,2
20/02/2022,14/11/2021,SO64592,480,11241,7,4,1
20/02/2022,05/11/2021,SO64592,486,11241,7,5,1
20/02/2022,06/12/2021,SO64592,530,11241,7,3,1
20/02/2022,04/02/2022,SO64592,541,11241,7,2,1
20/02/2022,06/01/2022,SO64592,574,11241,7,1,1
20/02/2022,23/11/2021,SO64550,490,11695,4,1,1
20/02/2022,08/12/2021,SO64551,528,25869,1,2,2
20/02/2022,26/11/2021,SO64551,535,25869,1,1,2
20/02/2022,19/01/2022,SO64551,235,25869,1,3,1
20/02/2022,31/12/2021,SO64577,528,12054,6,2,2
20/02/2022,21/01/2022,SO64577,537,12054,6,1,1
20/02/2022,17/01/2022,SO64582,220,17680,6,2,1
20/02/2022,18/11/2021,SO64582,485,17680,6,1,1
20/02/2022,24/12/2021,SO64560,485,19828,6,1,2
20/02/2022,04/12/2021,SO64531,215,18266,9,1,1
20/02/2022,28/01/2022,SO64522,223,24701,7,3,2
20/02/2022,02/01/2022,SO64522,215,24701,7,2,1
20/02/2022,30/12/2021,SO64522,582,24701,7,1,1
20/02/2022,09/12/2021,SO64593,220,20427,9,2,1
20/02/2022,04/12/2021,SO64593,581,20427,9,1,1
20/02/2022,12/12/2021,SO64548,477,16821,8,3,2
20/02/2022,28/01/2022,SO64548,478,16821,8,2,2
20/02/2022,19/01/2022,SO64548,215,16821,8,4,1
20/02/2022,25/01/2022,SO64548,362,16821,8,1,1
20/02/2022,08/11/2021,SO64535,484,13621,9,1,2
20/02/2022,22/12/2021,SO64529,482,29331,9,2,3
20/02/2022,31/12/2021,SO64529,529,29331,9,1,3
20/02/2022,05/12/2021,SO64529,215,29331,9,3,1
20/02/2022,22/12/2021,SO64594,539,23544,9,3,3
20/02/2022,07/11/2021,SO64594,464,23544,9,5,2
20/02/2022,30/01/2022,SO64594,529,23544,9,2,2
20/02/2022,18/11/2021,SO64594,220,23544,9,4,1
20/02/2022,13/11/2021,SO64594,582,23544,9,1,1
20/02/2022,08/12/2021,SO64578,484,11320,4,4,2
20/02/2022,05/11/2021,SO64578,485,11320,4,3,2
20/02/2022,06/01/2022,SO64578,528,11320,4,1,2
20/02/2022,07/01/2022,SO64578,537,11320,4,2,1
20/02/2022,16/01/2022,SO64588,477,15280,4,4,2
20/02/2022,18/12/2021,SO64588,478,15280,4,3,2
20/02/2022,29/01/2022,SO64588,485,15280,4,2,2
20/02/2022,03/12/2021,SO64588,358,15280,4,1,1
20/02/2022,25/01/2022,SO64599,220,14039,9,3,1
20/02/2022,07/01/2022,SO64599,360,14039,9,1,1
20/02/2022,31/01/2022,SO64599,478,14039,9,2,1
20/02/2022,30/12/2021,SO64540,466,17934,8,2,2
20/02/2022,24/11/2021,SO64540,583,17934,8,1,1
20/02/2022,13/12/2021,SO64527,539,15232,9,1,3
20/02/2022,09/01/2022,SO64539,477,21855,10,3,2
20/02/2022,15/12/2021,SO64539,478,21855,10,2,2
20/02/2022,27/01/2022,SO64539,591,21855,10,1,1
20/02/2022,14/01/2022,SO64561,537,15704,8,1,1
20/02/2022,09/01/2022,SO64525,223,15730,9,3,2
20/02/2022,30/12/2021,SO64525,539,15730,9,1,2
20/02/2022,21/11/2021,SO64525,490,15730,9,2,1
20/02/2022,29/01/2022,SO64546,358,12479,8,1,1
20/02/2022,25/01/2022,SO64546,537,12479,8,2,1
20/02/2022,17/11/2021,SO64596,464,25113,9,3,2
20/02/2022,12/11/2021,SO64596,215,25113,9,2,1
20/02/2022,20/01/2022,SO64596,381,25113,9,1,1
20/02/2022,12/12/2021,SO64609,215,28396,8,2,1
20/02/2022,03/11/2021,SO64609,381,28396,8,1,1
20/02/2022,29/01/2022,SO64542,477,17221,8,6,2
20/02/2022,05/02/2022,SO64542,478,17221,8,5,2
20/02/2022,07/01/2022,SO64542,485,17221,8,4,2
20/02/2022,19/12/2021,SO64542,528,17221,8,3,2
20/02/2022,03/02/2022,SO64542,214,17221,8,7,1
20/02/2022,27/12/2021,SO64542,358,17221,8,1,1
20/02/2022,14/12/2021,SO64542,537,17221,8,2,1
20/02/2022,28/12/2021,SO64543,232,17944,7,2,1
20/02/2022,17/01/2022,SO64543,583,17944,7,1,1
20/02/2022,27/12/2021,SO64541,480,21065,8,4,2
20/02/2022,21/11/2021,SO64541,528,21065,8,3,2
20/02/2022,29/11/2021,SO64541,536,21065,8,2,2
20/02/2022,04/12/2021,SO64541,590,21065,8,1,1
20/02/2022,10/12/2021,SO64570,223,23620,10,3,2
20/02/2022,04/11/2021,SO64570,528,23620,10,2,2
20/02/2022,07/12/2021,SO64570,536,23620,10,1,2
20/02/2022,12/01/2022,SO64570,215,23620,10,4,1
20/02/2022,03/02/2022,SO64611,563,11917,9,1,1
20/02/2022,24/12/2021,SO64576,480,11827,6,2,2
20/02/2022,10/01/2022,SO64576,537,11827,6,1,1
20/02/2022,28/11/2021,SO64602,214,26247,4,2,1
20/02/2022,01/11/2021,SO64602,573,26247,4,1,1
20/02/2022,24/12/2021,SO64600,223,14064,9,3,3
20/02/2022,28/01/2022,SO64600,477,14064,9,4,2
20/02/2022,27/12/2021,SO64600,478,14064,9,2,2
20/02/2022,11/01/2022,SO64600,362,14064,9,1,1
20/02/2022,19/11/2021,SO64547,485,15925,7,2,3
20/02/2022,28/01/2022,SO64547,356,15925,7,1,1
20/02/2022,30/12/2021,SO64610,214,20836,8,2,1
20/02/2022,02/12/2021,SO64610,385,20836,8,1,1
20/02/2022,11/01/2022,SO64558,480,27921,6,2,2
20/02/2022,31/01/2022,SO64558,528,27921,6,1,2
20/02/2022,05/12/2021,SO64544,485,16199,8,2,2
20/02/2022,19/01/2022,SO64544,358,16199,8,1,1
20/02/2022,14/11/2021,SO64523,477,22437,10,2,2
20/02/2022,26/12/2021,SO64523,479,22437,10,4,2
20/02/2022,01/01/2022,SO64523,464,22437,10,3,1
20/02/2022,30/01/2022,SO64523,580,22437,10,1,1
20/02/2022,20/11/2021,SO64580,480,13017,4,3,2
20/02/2022,23/12/2021,SO64580,528,13017,4,2,2
20/02/2022,13/12/2021,SO64580,537,13017,4,1,1
21/02/2022,04/01/2022,SO64655,477,12772,1,3,2
21/02/2022,22/11/2021,SO64655,478,12772,1,2,2
21/02/2022,29/01/2022,SO64655,352,12772,1,1,1
21/02/2022,21/11/2021,SO64652,476,14650,1,2,1
21/02/2022,16/01/2022,SO64652,589,14650,1,1,1
21/02/2022,04/01/2022,SO64631,536,13179,6,1,2
21/02/2022,08/11/2021,SO64621,489,11676,3,1,1
21/02/2022,02/12/2021,SO64637,223,20105,4,2,2
21/02/2022,11/11/2021,SO64637,477,20105,4,1,1
21/02/2022,24/11/2021,SO64637,487,20105,4,3,1
21/02/2022,02/01/2022,SO64666,480,26107,4,4,3
21/02/2022,08/12/2021,SO64666,477,26107,4,3,2
21/02/2022,24/01/2022,SO64666,479,26107,4,2,2
21/02/2022,01/01/2022,SO64666,573,26107,4,1,1
21/02/2022,25/12/2021,SO64672,215,28394,7,2,1
21/02/2022,01/01/2022,SO64672,381,28394,7,1,1
21/02/2022,19/11/2021,SO64638,226,18612,4,2,1
21/02/2022,12/01/2022,SO64638,474,18612,4,1,1
21/02/2022,06/11/2021,SO64645,223,11566,7,3,2
21/02/2022,21/12/2021,SO64645,529,11566,7,1,2
21/02/2022,21/01/2022,SO64645,214,11566,7,2,1
21/02/2022,04/01/2022,SO64645,226,11566,7,4,1
21/02/2022,23/12/2021,SO64648,530,26891,10,1,2
21/02/2022,29/10/2021,SO64648,220,26891,10,2,1
21/02/2022,07/12/2021,SO64644,480,18025,7,3,2
21/02/2022,20/11/2021,SO64644,536,18025,7,2,2
21/02/2022,02/11/2021,SO64644,528,18025,7,1,1
21/02/2022,16/01/2022,SO64661,479,29097,9,2,3
21/02/2022,29/12/2021,SO64661,605,29097,9,1,1
21/02/2022,08/11/2021,SO64649,477,13589,7,2,2
21/02/2022,01/11/2021,SO64649,478,13589,7,1,2
21/02/2022,04/01/2022,SO64649,473,13589,7,3,1
21/02/2022,04/11/2021,SO64667,479,23830,6,2,1
21/02/2022,09/12/2021,SO64667,578,23830,6,1,1
21/02/2022,04/12/2021,SO64619,220,12388,8,2,1
21/02/2022,26/12/2021,SO64619,360,12388,8,1,1
21/02/2022,12/11/2021,SO64613,464,16613,9,4,2
21/02/2022,24/01/2022,SO64613,528,16613,9,2,2
21/02/2022,09/01/2022,SO64613,536,16613,9,1,2
21/02/2022,10/01/2022,SO64613,220,16613,9,3,1
21/02/2022,16/11/2021,SO64626,464,11212,6,3,2
23/02/2022,01/01/2022,SO64736,220,13678,10,2,1
23/02/2022,14/01/2022,SO64736,354,13678,10,1,1
23/02/2022,28/11/2021,SO64774,464,25252,9,5,2
23/02/2022,19/01/2022,SO64774,477,25252,9,3,2
23/02/2022,28/11/2021,SO64774,479,25252,9,2,2
23/02/2022,11/01/2022,SO64774,214,25252,9,4,1
23/02/2022,17/12/2021,SO64774,385,25252,9,1,1
23/02/2022,01/11/2021,SO64773,539,21191,9,2,2
23/02/2022,24/01/2022,SO64773,582,21191,9,1,1
23/02/2022,26/01/2022,SO64754,528,15541,4,1,3
23/02/2022,03/01/2022,SO64754,485,15541,4,2,2
23/02/2022,10/01/2022,SO64754,220,15541,4,3,1
24/02/2022,08/02/2022,SO64803,480,16830,8,2,2
24/02/2022,01/02/2022,SO64803,360,16830,8,1,1
24/02/2022,30/11/2021,SO64843,477,25249,9,3,3
24/02/2022,16/12/2021,SO64843,479,25249,9,2,2
24/02/2022,04/01/2022,SO64843,220,25249,9,4,1
24/02/2022,30/10/2021,SO64843,383,25249,9,1,1
24/02/2022,12/11/2021,SO64823,480,28440,7,3,2
24/02/2022,20/11/2021,SO64823,529,28440,7,1,1
24/02/2022,02/01/2022,SO64823,540,28440,7,2,1
24/02/2022,20/01/2022,SO64848,223,24058,10,2,2
24/02/2022,08/11/2021,SO64848,220,24058,10,3,1
24/02/2022,11/01/2022,SO64848,385,24058,10,1,1
24/02/2022,23/12/2021,SO64826,484,18020,8,4,3
24/02/2022,27/11/2021,SO64826,480,18020,8,3,2
24/02/2022,22/11/2021,SO64826,529,18020,8,1,2
24/02/2022,07/12/2021,SO64826,539,18020,8,2,2
24/02/2022,21/01/2022,SO64837,478,13705,1,2,3
24/02/2022,18/01/2022,SO64837,591,13705,1,1,1
24/02/2022,03/02/2022,SO64824,539,16508,7,2,3
24/02/2022,15/12/2021,SO64824,529,16508,7,1,2
24/02/2022,30/11/2021,SO64824,487,16508,7,3,1
24/02/2022,01/02/2022,SO64817,477,26269,6,1,2
24/02/2022,27/10/2021,SO64817,481,26269,6,2,2
24/02/2022,03/02/2022,SO64831,537,12767,1,1,1
24/02/2022,29/10/2021,SO64800,484,20049,10,2,2
24/02/2022,10/12/2021,SO64800,375,20049,10,1,1
24/02/2022,12/01/2022,SO64842,530,14200,7,3,2
24/02/2022,11/01/2022,SO64842,541,14200,7,2,2
24/02/2022,24/01/2022,SO64842,214,14200,7,4,1
24/02/2022,09/02/2022,SO64842,562,14200,7,1,1
24/02/2022,21/12/2021,SO64811,223,25043,4,2,2
24/02/2022,03/01/2022,SO64811,483,25043,4,3,1
24/02/2022,11/12/2021,SO64811,540,25043,4,1,1
24/02/2022,30/11/2021,SO64801,476,14149,8,2,1
24/02/2022,25/11/2021,SO64801,588,14149,8,1,1
24/02/2022,08/12/2021,SO64816,223,19637,1,2,2
24/02/2022,03/12/2021,SO64816,474,19637,1,1,1
24/02/2022,05/12/2021,SO64834,464,14728,1,3,2
24/02/2022,01/12/2021,SO64834,474,14728,1,2,1
24/02/2022,03/12/2021,SO64834,590,14728,1,1,1
24/02/2022,30/01/2022,SO64799,220,20863,10,2,1
24/02/2022,03/11/2021,SO64799,377,20863,10,1,1
24/02/2022,02/11/2021,SO64840,214,25613,7,2,1
24/02/2022,07/11/2021,SO64840,579,25613,7,1,1
24/02/2022,01/11/2021,SO64825,477,19370,7,1,1
24/02/2022,05/12/2021,SO64798,223,17894,7,2,2
24/02/2022,12/11/2021,SO64798,580,17894,7,1,1
24/02/2022,16/11/2021,SO64809,529,11223,6,1,2
24/02/2022,21/11/2021,SO64809,214,11223,6,3,1
24/02/2022,09/02/2022,SO64809,540,11223,6,2,1
24/02/2022,13/01/2022,SO64815,477,21706,1,2,2
24/02/2022,24/12/2021,SO64815,478,21706,1,1,2
24/02/2022,04/02/2022,SO64815,214,21706,1,3,1
24/02/2022,30/10/2021,SO64815,232,21706,1,4,1
24/02/2022,26/11/2021,SO64827,480,26880,8,2,2
24/02/2022,22/12/2021,SO64827,538,26880,8,1,2
24/02/2022,28/10/2021,SO64833,478,12399,8,2,3
24/02/2022,20/11/2021,SO64833,223,12399,8,3,2
24/02/2022,13/01/2022,SO64833,477,12399,8,1,2
24/02/2022,03/11/2021,SO64833,215,12399,8,4,1
24/02/2022,01/02/2022,SO64830,484,12168,1,3,2
24/02/2022,19/11/2021,SO64830,485,12168,1,2,2
24/02/2022,09/12/2021,SO64830,537,12168,1,1,1
24/02/2022,04/02/2022,SO64807,480,28012,1,2,2
24/02/2022,07/11/2021,SO64807,530,28012,1,1,2
24/02/2022,27/12/2021,SO64839,477,15411,4,2,2
24/02/2022,30/10/2021,SO64839,478,15411,4,3,2
24/02/2022,30/12/2021,SO64839,220,15411,4,4,1
24/02/2022,05/12/2021,SO64839,358,15411,4,1,1
24/02/2022,09/01/2022,SO64832,223,14093,4,2,2
24/02/2022,30/10/2021,SO64832,485,14093,4,1,2
24/02/2022,15/12/2021,SO64808,530,27994,1,1,3
24/02/2022,02/12/2021,SO64808,480,27994,1,2,2
24/02/2022,07/01/2022,SO64853,477,14310,9,3,2
24/02/2022,07/12/2021,SO64853,479,14310,9,2,2
24/02/2022,03/01/2022,SO64853,484,14310,9,4,2
24/02/2022,07/11/2021,SO64853,568,14310,9,1,1
24/02/2022,22/01/2022,SO64821,485,13479,4,1,2
24/02/2022,09/02/2022,SO64821,488,13479,4,2,1
24/02/2022,30/01/2022,SO64805,480,11517,4,1,2
24/02/2022,26/11/2021,SO64847,529,20750,4,2,2
24/02/2022,07/11/2021,SO64847,539,20750,4,3,2
